"Company","Symbol","Link","exchange"
"Vimicro International Ads","VIMC","https://ih.advfn.com/stock-market/NASDAQ/mm-VIMC/","NASDAQ"
"Virage Logic","VIRL","https://ih.advfn.com/stock-market/NASDAQ/virage-logic-VIRL/","NASDAQ"
"Virco Manufacturing","VIRC","https://ih.advfn.com/stock-market/NASDAQ/virco-manufacturing-VIRC/","NASDAQ"
"Virgin Media Inc.","VMED","https://ih.advfn.com/stock-market/NASDAQ/virgin-media-inc-mm-VMED/","NASDAQ"
"Virginia Commerce Bancorp","VCBI","https://ih.advfn.com/stock-market/NASDAQ/virginia-commerce-bancorp-mm-VCBI/","NASDAQ"
"Viropharma Incorporated","VPHM","https://ih.advfn.com/stock-market/NASDAQ/viropharma-incorporated-mm-VPHM/","NASDAQ"
"Virtual Radiologic","VRAD","https://ih.advfn.com/stock-market/NASDAQ/virtual-radiologic-mm-VRAD/","NASDAQ"
"Virtualscopics","VSCP","https://ih.advfn.com/stock-market/NASDAQ/virtualscopics-inc-VSCP/","NASDAQ"
"Virtus Investment Partners","VRTSV","https://ih.advfn.com/stock-market/NASDAQ/virtus-investment-partners-mm-VRTSV/","NASDAQ"
"Virtusa","VRTU","https://ih.advfn.com/stock-market/NASDAQ/virtusa-VRTU/","NASDAQ"
"Vision-sciences","VSCI","https://ih.advfn.com/stock-market/NASDAQ/mm-VSCI/","NASDAQ"
"Visionchina Media Ads","VISN","https://ih.advfn.com/stock-market/NASDAQ/visionchina-media-ads-each-representing-20-common-shares-VISN/","NASDAQ"
"Vist Financial Corp","VIST","https://ih.advfn.com/stock-market/NASDAQ/visterra-inc-VIST/","NASDAQ"
"Vistaprint Limited","VPRT","https://ih.advfn.com/stock-market/NASDAQ/mm-VPRT/","NASDAQ"
"Vital Images","VTAL","https://ih.advfn.com/stock-market/NASDAQ/vital-images-VTAL/","NASDAQ"
"Vitran","VTNC","https://ih.advfn.com/stock-market/NASDAQ/vitran-VTNC/","NASDAQ"
"Vivus","VVUS","https://ih.advfn.com/stock-market/NASDAQ/vivus-VVUS/","NASDAQ"
"Vnus Medical Technologies","VNUS","https://ih.advfn.com/stock-market/NASDAQ/vnus-medical-technologies-mm-VNUS/","NASDAQ"
"Vocaltec Communications Ltd.","VOCL","https://ih.advfn.com/stock-market/NASDAQ/vocaltec-communications-ltd-mm-VOCL/","NASDAQ"
"Vocus","VOCS","https://ih.advfn.com/stock-market/NASDAQ/vocus-VOCS/","NASDAQ"
"Volcano","VOLC","https://ih.advfn.com/stock-market/NASDAQ/mm-VOLC/","NASDAQ"
"Volcom","VLCM","https://ih.advfn.com/stock-market/NASDAQ/volcom-VLCM/","NASDAQ"
"Voltaire Ltd.","VOLT","https://ih.advfn.com/stock-market/NASDAQ/no-volt-VOLT/","NASDAQ"
"Volterra Semiconductor","VLTR","https://ih.advfn.com/stock-market/NASDAQ/volterra-semiconductor-corp-mm-VLTR/","NASDAQ"
"Voxware","VOXW","https://ih.advfn.com/stock-market/NASDAQ/voxware-mm-VOXW/","NASDAQ"
"Vsb Bancorp (ny)","VSBN","https://ih.advfn.com/stock-market/NASDAQ/no-vsbn-VSBN/","NASDAQ"
"Vse","VSEC","https://ih.advfn.com/stock-market/NASDAQ/vse-VSEC/","NASDAQ"
"Vuance Ltd.","VUNC","https://ih.advfn.com/stock-market/NASDAQ/vuance-ltd-ord-shs-mm-VUNC/","NASDAQ"
"Waccamaw Bankshares","WBNK","https://ih.advfn.com/stock-market/NASDAQ/waccamaw-bankshares-WBNK/","NASDAQ"
"Wacoal","WACLY","https://ih.advfn.com/stock-market/NASDAQ/wacoal-WACLY/","NASDAQ"
"Wainwright Bank","WAIN","https://ih.advfn.com/stock-market/NASDAQ/wainwright-bank-WAIN/","NASDAQ"
"Warner Chilcott Limited","WCRX","https://ih.advfn.com/stock-market/NASDAQ/warner-chilcott-plc-ordinary-shares-mm-WCRX/","NASDAQ"
"Warren","WRES","https://ih.advfn.com/stock-market/NASDAQ/warren-WRES/","NASDAQ"
"Warwick Valley Telephone Company","WWVY","https://ih.advfn.com/stock-market/NASDAQ/alteva-mm-WWVY/","NASDAQ"
"Washington Banking Company","WBCO","https://ih.advfn.com/stock-market/NASDAQ/washington-banking-company-mm-WBCO/","NASDAQ"
"Washington Federal","WFSL","https://ih.advfn.com/stock-market/NASDAQ/washington-federal-inc-mm-WFSL/","NASDAQ"
"Washington Trust Bancorp","WASH","https://ih.advfn.com/stock-market/NASDAQ/washington-trust-bancorp-WASH/","NASDAQ"
"Waste Services","WSII","https://ih.advfn.com/stock-market/NASDAQ/waste-services-mm-WSII/","NASDAQ"
"Waterstone Financial","WSBF","https://ih.advfn.com/stock-market/NASDAQ/waterstone-financial-WSBF/","NASDAQ"
"Wave Systems","WAVX","https://ih.advfn.com/stock-market/NASDAQ/wave-systems-WAVX/","NASDAQ"
"Wavecom S.a. Ads","WVCM","https://ih.advfn.com/stock-market/NASDAQ/wavecom-s-a-ads-mm-WVCM/","NASDAQ"
"Wayne Savings Bancshares Inc.","WAYN","https://ih.advfn.com/stock-market/NASDAQ/no-wayn-WAYN/","NASDAQ"
"Wayside Technology Grp.","WSTG","https://ih.advfn.com/stock-market/NASDAQ/wayside-technology-WSTG/","NASDAQ"
"Wca Waste","WCAA","https://ih.advfn.com/stock-market/NASDAQ/wca-waste-corp-mm-WCAA/","NASDAQ"
"Wd-40 Company","WDFC","https://ih.advfn.com/stock-market/NASDAQ/wd-40-WDFC/","NASDAQ"
"Web.com Grp.","WWWW","https://ih.advfn.com/stock-market/NASDAQ/mm-WWWW/","NASDAQ"
"Webmd Health","WBMD","https://ih.advfn.com/stock-market/NASDAQ/webmd-health-WBMD/","NASDAQ"
"Webmethods","WEBM","https://ih.advfn.com/stock-market/NASDAQ/webmethods-WEBM/","NASDAQ"
"Websense","WBSN","https://ih.advfn.com/stock-market/NASDAQ/websense-WBSN/","NASDAQ"
"Webzen Ads","WZEN","https://ih.advfn.com/stock-market/NASDAQ/webzen-mm-WZEN/","NASDAQ"
"Wegener","WGNR","https://ih.advfn.com/stock-market/NASDAQ/wegener-WGNR/","NASDAQ"
"Werner Enterprises","WERN","https://ih.advfn.com/stock-market/NASDAQ/werner-enterprises-WERN/","NASDAQ"
"Wesbanco","WSBC","https://ih.advfn.com/stock-market/NASDAQ/wesbanco-WSBC/","NASDAQ"
"West Bancorporation","WTBA","https://ih.advfn.com/stock-market/NASDAQ/west-bancorporation-WTBA/","NASDAQ"
"West Coast Bancorp","WCBO","https://ih.advfn.com/stock-market/NASDAQ/west-coast-bancorp-mm-WCBO/","NASDAQ"
"West Marine","WMAR","https://ih.advfn.com/stock-market/NASDAQ/west-marine-WMAR/","NASDAQ"
"Westaff","WSTF","https://ih.advfn.com/stock-market/NASDAQ/westaff-WSTF/","NASDAQ"
"Westamerica Bancorporation","WABC","https://ih.advfn.com/stock-market/NASDAQ/westamerica-bancorporation-WABC/","NASDAQ"
"Westell Technologies","WSTL","https://ih.advfn.com/stock-market/NASDAQ/westell-technologies-WSTL/","NASDAQ"
"Western Sizzlin","WEST","https://ih.advfn.com/stock-market/NASDAQ/no-west-WEST/","NASDAQ"
"Westfield Financial","WFD","https://ih.advfn.com/stock-market/NASDAQ/n-wneb-WFD/","NASDAQ"
"Westport Innovations","WPRT","https://ih.advfn.com/stock-market/NASDAQ/westport-fuel-systems-WPRT/","NASDAQ"
"Weyco","WEYS","https://ih.advfn.com/stock-market/NASDAQ/weyco-WEYS/","NASDAQ"
"Wgnb","WGNA","https://ih.advfn.com/stock-market/NASDAQ/wgnb-mm-WGNA/","NASDAQ"
"White Electronic Designs","WEDC","https://ih.advfn.com/stock-market/NASDAQ/white-electronic-designs-corp-mm-WEDC/","NASDAQ"
"Whitney","WTNY","https://ih.advfn.com/stock-market/NASDAQ/whitney-WTNY/","NASDAQ"
"Whole Foods","WFMI","https://ih.advfn.com/stock-market/NASDAQ/whole-foods-WFMI/","NASDAQ"
"Whx","WXCO","https://ih.advfn.com/stock-market/NASDAQ/whx-corp-mm-WXCO/","NASDAQ"
"Willamette Valley Vineyards","WVVI","https://ih.advfn.com/stock-market/NASDAQ/willamette-valley-vineya-WVVI/","NASDAQ"
"Willdan Grp.","WLDN","https://ih.advfn.com/stock-market/NASDAQ/willdan-WLDN/","NASDAQ"
"Willis Lease Finance","WLFC","https://ih.advfn.com/stock-market/NASDAQ/willis-lease-finance-WLFC/","NASDAQ"
"Willis Lease Finance - Series a Preferred","WLFCP","https://ih.advfn.com/stock-market/NASDAQ/willis-lease-finance-corp-series-a-preferred-shares-mm-WLFCP/","NASDAQ"
"Wilshire Bancorp","WIBC","https://ih.advfn.com/stock-market/NASDAQ/wilshire-bancorp-inc-mm-WIBC/","NASDAQ"
"Wind River Systems","WIND","https://ih.advfn.com/stock-market/NASDAQ/first-wind-holdings-inc-mm-WIND/","NASDAQ"
"Winmark","WINA","https://ih.advfn.com/stock-market/NASDAQ/winmark-WINA/","NASDAQ"
"Winn-dixie Stores","WINN","https://ih.advfn.com/stock-market/NASDAQ/winn-dixie-stores-inc-mm-WINN/","NASDAQ"
"Wintrust Financial","WTFC","https://ih.advfn.com/stock-market/NASDAQ/wintrust-financial-WTFC/","NASDAQ"
"Wireless Ronin Technologies","RNIN","https://ih.advfn.com/stock-market/NASDAQ/no-crex-RNIN/","NASDAQ"
"Woodward Governor Company","WGOV","https://ih.advfn.com/stock-market/NASDAQ/woodward-governor-company-mm-WGOV/","NASDAQ"
"World Acceptance","WRLD","https://ih.advfn.com/stock-market/NASDAQ/world-acceptance-WRLD/","NASDAQ"
"World Energy Solutions (de) - Common","XWES","https://ih.advfn.com/stock-market/NASDAQ/mm-XWES/","NASDAQ"
"World Heart","WHRT","https://ih.advfn.com/stock-market/NASDAQ/world-heart-WHRT/","NASDAQ"
"Wpp","WPPGY","https://ih.advfn.com/stock-market/NASDAQ/wpp-WPPGY/","NASDAQ"
"Wpt Enterprises","WPTE","https://ih.advfn.com/stock-market/NASDAQ/wpt-enterprises-WPTE/","NASDAQ"
"Wright Medical Grp.","WMGI","https://ih.advfn.com/stock-market/NASDAQ/wright-medical-group-nv-WMGI/","NASDAQ"
"Wsb Financial Grp.","WSFG","https://ih.advfn.com/stock-market/NASDAQ/wsb-financial-grp-mm-WSFG/","NASDAQ"
"Wsb Holdings","WSB","https://ih.advfn.com/stock-market/NASDAQ/wsb-holdings-inc-mm-WSB/","NASDAQ"
"Wsfs Financial","WSFS","https://ih.advfn.com/stock-market/NASDAQ/wsfs-financial-WSFS/","NASDAQ"
"Wsi Industries Inc.","WSCI","https://ih.advfn.com/stock-market/NASDAQ/wsi-industries-inc-delisted-WSCI/","NASDAQ"
"Wuhan General Grp. (china)","WUHN","https://ih.advfn.com/stock-market/NASDAQ/no-wuhn-WUHN/","NASDAQ"
"Wvs Financial","WVFC","https://ih.advfn.com/stock-market/NASDAQ/wvs-financial-WVFC/","NASDAQ"
"Wynn Resorts","WYNN","https://ih.advfn.com/stock-market/NASDAQ/wynn-resorts-WYNN/","NASDAQ"
"X-rite Incorporated","XRIT","https://ih.advfn.com/stock-market/NASDAQ/x-rite-incorporated-mm-XRIT/","NASDAQ"
"Xata","XATA","https://ih.advfn.com/stock-market/NASDAQ/xata-XATA/","NASDAQ"
"Xenoport","XNPT","https://ih.advfn.com/stock-market/NASDAQ/xenoport-inc-XNPT/","NASDAQ"
"Xeta Technologies","XETA","https://ih.advfn.com/stock-market/NASDAQ/xeta-technologies-inc-mm-XETA/","NASDAQ"
"Xilinx","XLNX","https://ih.advfn.com/stock-market/NASDAQ/xilinx-XLNX/","NASDAQ"
"Xinhua Finance Media Limited Ads","XFML","https://ih.advfn.com/stock-market/NASDAQ/xinhua-finance-media-limited-ads-mm-XFML/","NASDAQ"
"Xinhua Sports Entertainment Limited","XSEL","https://ih.advfn.com/stock-market/NASDAQ/xinhua-sports-entertainment-limited-ads-each-representing-two-class-a-common-shares-mm-XSEL/","NASDAQ"
"Xoma","XOMA","https://ih.advfn.com/stock-market/NASDAQ/xoma-XOMA/","NASDAQ"
"Xtent","XTNT","https://ih.advfn.com/stock-market/NASDAQ/a-xtnt-XTNT/","NASDAQ"
"Xtl Biopharmaceuticals Ltd.","XTLB","https://ih.advfn.com/stock-market/NASDAQ/xtl-biopharmaceuticals-XTLB/","NASDAQ"
"Xyratex","XRTX","https://ih.advfn.com/stock-market/NASDAQ/xyratex-XRTX/","NASDAQ"
"Yadkin Valley Financial","YAVY","https://ih.advfn.com/stock-market/NASDAQ/yadkin-financial-corporation-mm-YAVY/","NASDAQ"
"Yahoo! Inc.","YHOO","https://ih.advfn.com/stock-market/NASDAQ/yahoo-inc-mm-YHOO/","NASDAQ"
"York Water","YORW","https://ih.advfn.com/stock-market/NASDAQ/york-water-YORW/","NASDAQ"
"Youbet","UBET","https://ih.advfn.com/stock-market/NASDAQ/youbet-UBET/","NASDAQ"
"Young Innovations","YDNT","https://ih.advfn.com/stock-market/NASDAQ/young-innovations-inc-mm-YDNT/","NASDAQ"
"Yrc Worldwide","YRCW","https://ih.advfn.com/stock-market/NASDAQ/yrc-worldwide-YRCW/","NASDAQ"
"Yucheng Technologies Limited","YTEC","https://ih.advfn.com/stock-market/NASDAQ/yucheng-technologies-limited-ordinary-shares-mm-YTEC/","NASDAQ"
"Zanett Inc.","ZANE","https://ih.advfn.com/stock-market/NASDAQ/no-zane-ZANE/","NASDAQ"
"Zareba Systems","ZRBA","https://ih.advfn.com/stock-market/NASDAQ/zareba-systems-mm-ZRBA/","NASDAQ"
"Zebra Technologies","ZBRA","https://ih.advfn.com/stock-market/NASDAQ/zebra-technologies-ZBRA/","NASDAQ"
"Zhone","ZHNE","https://ih.advfn.com/stock-market/NASDAQ/zhone-ZHNE/","NASDAQ"
"Zhongpin Inc.","HOGS","https://ih.advfn.com/stock-market/NASDAQ/zhongpin-inc-mm-HOGS/","NASDAQ"
"Zi Corp","ZICA","https://ih.advfn.com/stock-market/NASDAQ/zi-corp-mm-ZICA/","NASDAQ"
"Zila","ZILA","https://ih.advfn.com/stock-market/NASDAQ/zila-ZILA/","NASDAQ"
"Zilog","ZILG","https://ih.advfn.com/stock-market/NASDAQ/zilog-mm-ZILG/","NASDAQ"
"Zions Bancorporation","ZION","https://ih.advfn.com/stock-market/NASDAQ/zions-bancorporation-na-ZION/","NASDAQ"
"Ziopharm Oncology","ZIOP","https://ih.advfn.com/stock-market/NASDAQ/ziopharm-oncology-ZIOP/","NASDAQ"
"Ziprealty","ZIPR","https://ih.advfn.com/stock-market/NASDAQ/ziprealty-mm-ZIPR/","NASDAQ"
"Zix","ZIXI","https://ih.advfn.com/stock-market/NASDAQ/zix-ZIXI/","NASDAQ"
"Zoll","ZOLL","https://ih.advfn.com/stock-market/NASDAQ/zoll-ZOLL/","NASDAQ"
"Zoltek","ZOLT","https://ih.advfn.com/stock-market/NASDAQ/zoltek-ZOLT/","NASDAQ"
"Zoom","ZOOM","https://ih.advfn.com/stock-market/NASDAQ/zoom-ZOOM/","NASDAQ"
"Zoran","ZRAN","https://ih.advfn.com/stock-market/NASDAQ/zoran-corp-mm-ZRAN/","NASDAQ"
"Zumiez","ZUMZ","https://ih.advfn.com/stock-market/NASDAQ/zumiez-ZUMZ/","NASDAQ"
"Zygo","ZIGO","https://ih.advfn.com/stock-market/NASDAQ/zygo-ZIGO/","NASDAQ"
"Zymogenetics","ZGEN","https://ih.advfn.com/stock-market/NASDAQ/zymogenetics-mm-ZGEN/","NASDAQ"
"012 Smile.communications Ltd.","SMLC","https://ih.advfn.com/stock-market/NASDAQ/012-smile-communications-ltd-mm-SMLC/","NASDAQ"
"1-800 Flowers.com","FLWS","https://ih.advfn.com/stock-market/NASDAQ/1-800-flowers-com-FLWS/","NASDAQ"
"1st Century Bancshares","FCTY","https://ih.advfn.com/stock-market/NASDAQ/1st-century-bancshares-FCTY/","NASDAQ"
"1st Constitution Bancorp","FCCY","https://ih.advfn.com/stock-market/NASDAQ/1st-constitution-bancorp-FCCY/","NASDAQ"
"1st Source","SRCE","https://ih.advfn.com/stock-market/NASDAQ/1st-source-SRCE/","NASDAQ"
"21st Century Holding Company","TCHC","https://ih.advfn.com/stock-market/NASDAQ/no-tchc-TCHC/","NASDAQ"
"3com","COMS","https://ih.advfn.com/stock-market/NASDAQ/3com-corp-mm-COMS/","NASDAQ"
"3d Systems","TDSC","https://ih.advfn.com/stock-market/NASDAQ/3d-systems-corp-mm-TDSC/","NASDAQ"
"3sbio Inc. Ads","SSRX","https://ih.advfn.com/stock-market/NASDAQ/3sbio-inc-ads-each-representing-seven-ordinary-shares-mm-SSRX/","NASDAQ"
"51job Ads","JOBS","https://ih.advfn.com/stock-market/NASDAQ/51job-JOBS/","NASDAQ"
"8x8","EGHT","https://ih.advfn.com/stock-market/NASDAQ/8x8-EGHT/","NASDAQ"
"A K Steel","AKS","https://ih.advfn.com/stock-market/NYSE/ak-steel-AKS/","NYSE"
"A M R Cp 7.875","AAR","https://ih.advfn.com/stock-market/NYSE/a-m-r-cp-7-875-AAR/","NYSE"
"A V X","AVX","https://ih.advfn.com/stock-market/NYSE/avx-AVX/","NYSE"
"A a R","AIR","https://ih.advfn.com/stock-market/NYSE/aar-AIR/","NYSE"
"A.h. Belo Corporation","AHC","https://ih.advfn.com/stock-market/NYSE/a-h-belo-AHC/","NYSE"
"Aaron Rents","RNT.A","https://ih.advfn.com/stock-market/NYSE/aaron-rents-RNT.A/","NYSE"
"Aaron Rents","RNT","https://ih.advfn.com/stock-market/NYSE/aaron-rents-RNT/","NYSE"
"Aarons Cl A","AAN.A","https://ih.advfn.com/stock-market/NYSE/aarons-cl-a-AAN.A/","NYSE"
"Aarons Inc.","AAN","https://ih.advfn.com/stock-market/NYSE/aarons-AAN/","NYSE"
"Ab Svensk Cdss Arbmn","CBJ","https://ih.advfn.com/stock-market/NYSE/ab-svensk-cdss-arbmn-CBJ/","NYSE"
"Ab Svensk Ekport","AXF","https://ih.advfn.com/stock-market/NYSE/ab-svensk-ekport-AXF/","NYSE"
"Ab Svensk Ekportkrdt","SQT","https://ih.advfn.com/stock-market/NYSE/ab-svensk-ekportkrdt-SQT/","NYSE"
"Ab Svensk Ekportkred","DVK","https://ih.advfn.com/stock-market/NYSE/ab-svensk-ekportkred-DVK/","NYSE"
"Ab Svensk Ekportkred","IWK","https://ih.advfn.com/stock-market/NYSE/ab-svensk-ekportkred-IWK/","NYSE"
"Ab Svensk Ekportkred","RCW","https://ih.advfn.com/stock-market/NYSE/ab-svensk-ekportkred-RCW/","NYSE"
"Ab Svensk Ekportkred","EOA","https://ih.advfn.com/stock-market/NYSE/ab-svensk-ekportkred-EOA/","NYSE"
"Ab Svensk Russell","REU","https://ih.advfn.com/stock-market/NYSE/ab-svensk-russell-REU/","NYSE"
"Ab Svensk Sp Arns","SAD","https://ih.advfn.com/stock-market/NYSE/ab-svensk-sp-arns-SAD/","NYSE"
"Ab Svensk Sp Arns","MHG","https://ih.advfn.com/stock-market/NYSE/marine-harvest-asa-sponsored-adr-norway-MHG/","NYSE"
"Abb","ABB","https://ih.advfn.com/stock-market/NYSE/abb-ABB/","NYSE"
"Abbott Labs","ABT","https://ih.advfn.com/stock-market/NYSE/abbott-laboratories-ABT/","NYSE"
"Abercrombie & Fitch","ANF","https://ih.advfn.com/stock-market/NYSE/abercrombie-and-fitch-ANF/","NYSE"
"Abm","ABM","https://ih.advfn.com/stock-market/NYSE/abm-industries-ABM/","NYSE"
"Acadia","AKR","https://ih.advfn.com/stock-market/NYSE/acadia-realty-AKR/","NYSE"
"Acc Bear Amex Egy","IMW","https://ih.advfn.com/stock-market/NYSE/acc-bear-amex-egy-IMW/","NYSE"
"Acc Bear Mkt Nts Sp","BJV","https://ih.advfn.com/stock-market/NYSE/acc-bear-mkt-nts-s-p-BJV/","NYSE"
"Acc Rt Nt Sp Mid 400","SZM","https://ih.advfn.com/stock-market/NYSE/acc-rt-nt-sp-mid-400-SZM/","NYSE"
"Acc Rtm Nts Sp500","ODY","https://ih.advfn.com/stock-market/NYSE/acc-rtm-nts-s-p500-ODY/","NYSE"
"Acc Rtn Nts Sp 500","SZI","https://ih.advfn.com/stock-market/NYSE/acc-rtn-nts-s-p-500-SZI/","NYSE"
"Accel Nts Russell","RDF","https://ih.advfn.com/stock-market/NYSE/accel-nts-russell-RDF/","NYSE"
"Accelerated Return Bear Market Notes","ICT","https://ih.advfn.com/stock-market/NYSE/accelerated-return-bear-market-notes-linked-to-the-amex-energy-select-sector-index-ICT/","NYSE"
"Accelerated Return Notes Linked to","MKY","https://ih.advfn.com/stock-market/NYSE/accelerated-return-notes-linked-to-the-msci-eafe-index-MKY/","NYSE"
"Accenture","ACN","https://ih.advfn.com/stock-market/NYSE/accenture-ACN/","NYSE"
"Accerlated Bear Mkt","BFN","https://ih.advfn.com/stock-market/NYSE/accerlated-bear-mkt-BFN/","NYSE"
"Acco","ABD","https://ih.advfn.com/stock-market/NYSE/acco-ABD/","NYSE"
"Ace","ACE","https://ih.advfn.com/stock-market/NYSE/ace-ACE/","NYSE"
"Action Performance","ATN","https://ih.advfn.com/stock-market/NYSE/action-performance-ATN/","NYSE"
"Actuant","ATU","https://ih.advfn.com/stock-market/NYSE/actuant-ATU/","NYSE"
"Acuity","AYI","https://ih.advfn.com/stock-market/NYSE/acuity-brands-AYI/","NYSE"
"Adams Express","ADX","https://ih.advfn.com/stock-market/NYSE/adams-diversified-equity-ADX/","NYSE"
"Administaff","ASF","https://ih.advfn.com/stock-market/NYSE/administaff-ASF/","NYSE"
"Advance America","AEA","https://ih.advfn.com/stock-market/NYSE/advance-america-AEA/","NYSE"
"Advance Auto Parts","AAP","https://ih.advfn.com/stock-market/NYSE/advance-auto-parts-AAP/","NYSE"
"Advanced Semiconductors","ASX","https://ih.advfn.com/stock-market/NYSE/ase-technology-ASX/","NYSE"
"Aecom Technology Cor","ACM","https://ih.advfn.com/stock-market/NYSE/aecom-ACM/","NYSE"
"Aegon","AEG","https://ih.advfn.com/stock-market/NYSE/aegon-insurance-AEG/","NYSE"
"Aegon Fltg Perp","AEO","https://ih.advfn.com/stock-market/NYSE/american-eagle-outfitters-AEO/","NYSE"
"Aegon N.v.","AEV","https://ih.advfn.com/stock-market/NYSE/aegon-nv-perpetual-cap-secs-netherlands-AEV/","NYSE"
"Aegon N.v.","AEB","https://ih.advfn.com/stock-market/NYSE/aegon-nv-AEB/","NYSE"
"Aegon Perp Cap","AED","https://ih.advfn.com/stock-market/NYSE/aegon-perp-cap-AED/","NYSE"
"Aegon Perp Cap","AEH","https://ih.advfn.com/stock-market/NYSE/aegon-nv-AEH/","NYSE"
"Aercap Holdings N.v.","AER","https://ih.advfn.com/stock-market/NYSE/aercap-holdings-nv-AER/","NYSE"
"Aes","AES","https://ih.advfn.com/stock-market/NYSE/aes-AES/","NYSE"
"Aetna","AET","https://ih.advfn.com/stock-market/NYSE/aetna-AET/","NYSE"
"Affiliated Computer","ACS","https://ih.advfn.com/stock-market/NYSE/affiliated-computer-ACS/","NYSE"
"Affiliated Managers","AMG","https://ih.advfn.com/stock-market/NYSE/affiliated-managers-AMG/","NYSE"
"Aflac","AFL","https://ih.advfn.com/stock-market/NYSE/aflac-AFL/","NYSE"
"Agco","AG","https://ih.advfn.com/stock-market/NYSE/first-majestic-silver-AG/","NYSE"
"Agco Corp","AGCO","https://ih.advfn.com/stock-market/NYSE/agco-AGCO/","NYSE"
"Agilent","A","https://ih.advfn.com/stock-market/NYSE/agilent-technologies-A/","NYSE"
"Agnico Eagle Mines","AEM","https://ih.advfn.com/stock-market/NYSE/agnico-eagle-mines-AEM/","NYSE"
"Agree Realty","ADC","https://ih.advfn.com/stock-market/NYSE/agree-realty-ADC/","NYSE"
"Agria Corp Ads","GRO","https://ih.advfn.com/stock-market/NYSE/agria-corp-american-depositary-shares-GRO/","NYSE"
"Agrium","AGU","https://ih.advfn.com/stock-market/NYSE/agrium-AGU/","NYSE"
"Aig Nikkei 225 Mitts","NOW","https://ih.advfn.com/stock-market/NYSE/servicenow-NOW/","NYSE"
"Air Products","APD","https://ih.advfn.com/stock-market/NYSE/air-products-and-chemicals-APD/","NYSE"
"Aircastle Ltd.","AYR","https://ih.advfn.com/stock-market/NYSE/aircastle-AYR/","NYSE"
"Airgas","ARG","https://ih.advfn.com/stock-market/NYSE/airgas-ARG/","NYSE"
"Airtran","AAI","https://ih.advfn.com/stock-market/NYSE/airtran-AAI/","NYSE"
"Aktiebolaget Svensk","AQD","https://ih.advfn.com/stock-market/NYSE/swedish-export-credit-accel-AQD/","NYSE"
"Alabama Power Co.","ALQ","https://ih.advfn.com/stock-market/NYSE/alabama-power-co-ALQ/","NYSE"
"Alabama Power Co.","ALZ","https://ih.advfn.com/stock-market/NYSE/alabama-power-co-ALZ/","NYSE"
"Alabama Power Co.","ABA","https://ih.advfn.com/stock-market/NYSE/alabama-power-co-ABA/","NYSE"
"Alabama Power Sr Aa 5.625","ALF","https://ih.advfn.com/stock-market/NYSE/alabama-power-sr-aa-5-625-ALF/","NYSE"
"Alamo","ALG","https://ih.advfn.com/stock-market/NYSE/alamo-ALG/","NYSE"
"Alaska Air","ALK","https://ih.advfn.com/stock-market/NYSE/alaska-air-ALK/","NYSE"
"Albany","AIN","https://ih.advfn.com/stock-market/NYSE/albany-AIN/","NYSE"
"Albemarle","ALB","https://ih.advfn.com/stock-market/NYSE/albemarle-ALB/","NYSE"
"Alberto Culver","ACV","https://ih.advfn.com/stock-market/NYSE/allianzgi-diversified-in-ACV/","NYSE"
"Alcatel-lucent","ALU","https://ih.advfn.com/stock-market/NYSE/ALU/","NYSE"
"Alcoa","AA","https://ih.advfn.com/stock-market/NYSE/alcoa-AA/","NYSE"
"Alcon","ACL","https://ih.advfn.com/stock-market/NYSE/alcon-ACL/","NYSE"
"Alesco Financial","AFN","https://ih.advfn.com/stock-market/NYSE/alesco-financial-AFN/","NYSE"
"Alexander Baldwin Inc.","AXB","https://ih.advfn.com/stock-market/NYSE/alexander-baldwin-inc-AXB/","NYSE"
"Alexanders","ALX","https://ih.advfn.com/stock-market/NYSE/alexanders-ALX/","NYSE"
"Alexandria","ARE","https://ih.advfn.com/stock-market/NYSE/alexandria-real-estate-e-ARE/","NYSE"
"Alleghany","Y","https://ih.advfn.com/stock-market/NYSE/alleghany-Y/","NYSE"
"Allegheny","AYE","https://ih.advfn.com/stock-market/NYSE/allegheny-AYE/","NYSE"
"Allegheny","ATI","https://ih.advfn.com/stock-market/NYSE/allegheny-technologies-ATI/","NYSE"
"Allergan","AGN","https://ih.advfn.com/stock-market/NYSE/allergan-AGN/","NYSE"
"Allete","ALE","https://ih.advfn.com/stock-market/NYSE/allete-ALE/","NYSE"
"Alliance All Market","AMO","https://ih.advfn.com/stock-market/NYSE/alliance-all-market-AMO/","NYSE"
"Alliance Bernstein","AB","https://ih.advfn.com/stock-market/NYSE/alliancebernstein-AB/","NYSE"
"Alliance Data","ADS","https://ih.advfn.com/stock-market/NYSE/alliance-data-systems-ADS/","NYSE"
"Alliance One","AOI","https://ih.advfn.com/stock-market/NYSE/alliance-one-AOI/","NYSE"
"Allianz Aktiengesell","AZ","https://ih.advfn.com/stock-market/NYSE/allianz-aktiengesell-AZ/","NYSE"
"Allianz Se","AZM","https://ih.advfn.com/stock-market/NYSE/allianz-se-AZM/","NYSE"
"Allied Irish","AIB","https://ih.advfn.com/stock-market/NYSE/allied-irish-AIB/","NYSE"
"Allis-chalmers Energy","ALY","https://ih.advfn.com/stock-market/NYSE/allis-chalmers-energy-ALY/","NYSE"
"Allmerica","AFC","https://ih.advfn.com/stock-market/NYSE/allied-capital-AFC/","NYSE"
"Allmerica Securities","ALM","https://ih.advfn.com/stock-market/NYSE/allmerica-securities-ALM/","NYSE"
